@RELATION instrumentClassifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {cello,acoustic guitar,clarinet,electric guitar,flute,organ,piano,piano,saxophone,violin}

@DATA
0.019048,0.027954,3.233217,0.085447,0.161242,0.057231,0.009004,0.027656,-24.797344,2.966674,-0.271465,0.187786,-0.273449,0.058235,-0.207371,-0.093229,-0.001543,0.100733,0.080488,0.052147,-0.081632,0.013995,0.004558,0.031184,0.016963,0.022615,0.018804,0.040785,0.001177,0.007882,0.024479,0.046266,0.014161,0.037988,0.004887,0.013677,0.056261,0.021972,0.028845,0.036245,0.008229,0.008623,0.842348,0.357503,0.317108,0.302376,0.289889,0.229507,0.187526,0.218135,0.237966,0.206458,0.231087,0.203570,0.235359,0.011599,0.004347,0.024222,0.017261,0.019515,0.019414,0.020754,0.001788,0.006849,0.017478,0.026652,0.016802,0.010329,cello
0.023024,0.026109,3.189329,0.086204,0.158525,0.053922,0.011112,0.032044,-25.285337,2.984383,-0.309619,0.397467,-0.170095,-0.089266,-0.213850,-0.139221,-0.115186,-0.065371,-0.093202,0.011945,0.029174,0.022339,0.005475,0.021720,0.012445,0.036614,0.024875,0.030165,0.001452,0.007248,0.022808,0.034444,0.007884,0.033035,0.006746,0.012678,0.105610,0.023345,0.032870,0.038949,0.008797,0.012032,1.085419,0.556282,0.426756,0.372636,0.268386,0.281217,0.257957,0.270946,0.260407,0.262821,0.284066,0.271331,0.223910,0.021879,0.006509,0.016617,0.013039,0.034044,0.027266,0.023066,0.002790,0.008403,0.021429,0.028294,0.009751,0.010505,cello
0.026112,0.031981,3.201224,0.082891,0.149901,0.072227,0.009452,0.036561,-23.897881,2.989561,-0.251549,0.283309,-0.225524,-0.027237,-0.112353,-0.055889,0.015759,-0.006220,-0.050588,-0.037001,-0.052622,0.024215,0.005044,0.021957,0.010238,0.022853,0.019010,0.032731,0.001479,0.010257,0.024275,0.031888,0.014350,0.025930,0.008237,0.013650,0.071887,0.021986,0.033204,0.058835,0.005787,0.015164,0.780282,0.523346,0.364477,0.349965,0.283581,0.292031,0.266077,0.242747,0.236655,0.225061,0.237451,0.242423,0.220091,0.022313,0.006514,0.022800,0.009911,0.017657,0.023790,0.023313,0.002375,0.009744,0.022524,0.024530,0.016207,0.010102,cello
0.030174,0.027608,3.191345,0.090365,0.151918,0.134185,0.009718,0.043648,-24.093946,2.633980,-0.215047,0.302785,-0.071968,0.001252,-0.167071,-0.087254,-0.111423,-0.195132,-0.138755,-0.006130,-0.072062,0.033421,0.004746,0.020143,0.011726,0.032402,0.017459,0.025591,0.001947,0.010980,0.023128,0.027771,0.011135,0.027158,0.009614,0.015409,0.086356,0.023525,0.032125,0.110530,0.005750,0.016596,0.953242,0.490688,0.486170,0.417943,0.348917,0.300930,0.299940,0.267127,0.290545,0.294510,0.300345,0.304038,0.259939,0.033240,0.007461,0.020428,0.012461,0.028878,0.021200,0.022891,0.003371,0.015880,0.020662,0.023219,0.014805,0.010036,cello
0.038863,0.024511,3.203922,0.096839,0.149008,0.196178,0.008968,0.058101,-24.247618,2.327522,-0.128873,0.253388,-0.270966,-0.078634,-0.171906,0.006160,0.018551,-0.010437,-0.048187,-0.061418,-0.015313,0.031128,0.009721,0.026178,0.009799,0.027954,0.009441,0.020999,0.004187,0.009563,0.015325,0.023228,0.017971,0.024288,0.017803,0.015581,0.084674,0.030588,0.034609,0.183380,0.005232,0.035330,1.005560,0.667450,0.475386,0.489835,0.362895,0.318278,0.302826,0.287861,0.272865,0.280345,0.273099,0.254623,0.257581,0.028113,0.015563,0.023645,0.011202,0.024632,0.012734,0.020323,0.008322,0.011314,0.014362,0.023481,0.019598,0.010253,cello
0.024090,0.023141,3.182985,0.085977,0.153995,0.078317,0.009467,0.032439,-24.788159,3.027138,-0.132943,0.299939,-0.051328,-0.023284,-0.180806,-0.180980,-0.134193,-0.089921,0.031163,0.097472,-0.024338,0.033257,0.002204,0.033630,0.011106,0.032064,0.016447,0.026981,0.005592,0.013342,0.021559,0.027638,0.009570,0.030860,0.009441,0.012592,0.096072,0.025202,0.033415,0.084052,0.006451,0.017743,0.985709,0.487059,0.492042,0.444837,0.345352,0.304432,0.253393,0.269672,0.282561,0.290209,0.301721,0.250742,0.215477,0.029343,0.002383,0.025218,0.015356,0.029451,0.021733,0.022004,0.012663,0.015954,0.016924,0.019384,0.012442,0.011504,cello
0.025453,0.025806,3.196636,0.083696,0.150988,0.078893,0.010332,0.035281,-24.597796,2.739373,-0.282098,0.386736,-0.081920,0.017473,-0.305416,-0.280466,-0.169154,-0.037292,0.103789,0.234499,-0.010508,0.034186,0.005037,0.038211,0.008797,0.010983,0.024952,0.043626,0.005229,0.015110,0.009567,0.017688,0.007021,0.029945,0.008435,0.011785,0.087219,0.021997,0.033397,0.067503,0.007457,0.015967,0.849406,0.577068,0.410663,0.446513,0.311564,0.267725,0.279563,0.261497,0.232848,0.232275,0.242251,0.263089,0.239698,0.030685,0.008179,0.030793,0.011116,0.011049,0.027691,0.034400,0.009625,0.017221,0.009305,0.016982,0.006629,0.012847,cello
0.040439,0.027852,3.212048,0.097266,0.149021,0.244888,0.008093,0.060358,-23.777991,2.065993,-0.241545,0.379386,-0.115011,-0.063801,-0.230899,-0.012994,0.089869,0.021548,0.003596,0.043374,-0.035399,0.021267,0.009055,0.026397,0.011454,0.015370,0.008446,0.033097,0.007379,0.012390,0.022308,0.027671,0.007271,0.024676,0.012360,0.014882,0.076149,0.020875,0.029508,0.158364,0.004761,0.023559,0.701000,0.454219,0.401545,0.413894,0.306778,0.313195,0.317111,0.335977,0.281317,0.281975,0.336153,0.272340,0.262351,0.024006,0.014260,0.024543,0.012360,0.013657,0.009276,0.032942,0.011867,0.015895,0.018660,0.022227,0.009079,0.012407,cello
0.041157,0.024248,3.220058,0.097397,0.145179,0.239838,0.008986,0.061679,-24.225808,1.929103,-0.335780,0.331737,-0.353421,-0.113120,-0.370711,-0.124657,0.068249,0.096094,-0.041861,-0.115682,-0.159984,0.029788,0.008979,0.014197,0.015296,0.012036,0.009118,0.009448,0.005880,0.017212,0.019468,0.019983,0.013584,0.021059,0.013701,0.016772,0.074582,0.023897,0.031579,0.176733,0.005478,0.024946,1.044820,0.643310,0.439960,0.446917,0.359468,0.320029,0.286337,0.323727,0.305600,0.287713,0.314633,0.259561,0.236753,0.027374,0.012552,0.013661,0.015365,0.011647,0.009926,0.011507,0.011248,0.019978,0.017386,0.019240,0.018110,0.009702,cello
0.035947,0.019714,3.197790,0.092371,0.149566,0.155191,0.010609,0.053344,-24.893232,2.486514,-0.456816,0.580844,-0.169581,-0.097588,-0.358852,-0.153458,0.088892,0.116833,0.085368,-0.011242,-0.135318,0.021669,0.007088,0.020367,0.007948,0.013745,0.018876,0.016129,0.006872,0.019078,0.030381,0.019249,0.009988,0.024348,0.013282,0.014480,0.127987,0.025894,0.032944,0.155377,0.006871,0.021504,1.306855,0.780070,0.513502,0.443668,0.386592,0.353065,0.338136,0.366888,0.307403,0.305805,0.321913,0.335063,0.268046,0.022502,0.012180,0.020892,0.008213,0.015114,0.019618,0.016579,0.013202,0.022857,0.028176,0.016778,0.013645,0.011022,cello
0.024800,0.017476,3.170330,0.087250,0.155823,0.085903,0.007264,0.032339,-25.474668,2.922291,0.049670,0.447762,-0.207749,-0.196326,-0.335545,-0.069952,0.019366,0.079370,-0.109647,-0.174853,-0.199937,0.037708,0.004123,0.013079,0.029110,0.022301,0.006021,0.018497,0.001755,0.011768,0.047766,0.032007,0.012143,0.027521,0.009817,0.011888,0.083269,0.025818,0.033676,0.062651,0.005246,0.014298,0.920263,0.382644,0.360031,0.318275,0.269533,0.246219,0.245322,0.239933,0.295396,0.231379,0.217040,0.262552,0.202368,0.038483,0.004742,0.008778,0.022399,0.019431,0.007167,0.013654,0.002909,0.011557,0.033315,0.021895,0.011711,0.009584,cello
0.024890,0.017335,3.204820,0.086572,0.154365,0.065342,0.012393,0.034292,-25.968951,2.975355,-0.320900,0.349605,-0.101415,-0.259595,-0.340793,-0.243842,-0.151998,-0.156348,-0.161549,-0.030037,0.017174,0.029536,0.001561,0.011337,0.013799,0.048967,0.026293,0.030185,0.001645,0.010813,0.014539,0.028270,0.015903,0.037192,0.009840,0.010520,0.108816,0.026028,0.037386,0.064202,0.010540,0.017694,1.372227,0.675821,0.519688,0.447199,0.336514,0.345493,0.308362,0.264366,0.282003,0.287961,0.267630,0.250435,0.270183,0.028666,0.001834,0.013459,0.020021,0.035592,0.023938,0.027555,0.003277,0.010619,0.013758,0.026000,0.014842,0.013070,cello
0.020846,0.016732,3.179809,0.086314,0.159697,0.067648,0.012058,0.029131,-26.338800,3.237890,-0.022660,0.265332,-0.088120,-0.257613,-0.341647,-0.213730,-0.098183,-0.141910,-0.091929,-0.036408,-0.035336,0.042781,0.003175,0.019789,0.010831,0.039865,0.016943,0.026616,0.000929,0.014055,0.027079,0.029722,0.011359,0.036361,0.008172,0.010958,0.113021,0.025451,0.034259,0.066501,0.010416,0.014899,1.481912,0.814205,0.504200,0.443142,0.346531,0.297860,0.277848,0.282466,0.266806,0.271512,0.258900,0.258138,0.230932,0.034918,0.003377,0.017585,0.013285,0.029244,0.018215,0.022471,0.001924,0.015484,0.024746,0.027555,0.013813,0.011673,cello
0.031091,0.020276,3.199786,0.090505,0.150771,0.125173,0.010060,0.043539,-24.651736,2.506720,-0.274286,0.329524,-0.135964,-0.120776,-0.269961,-0.136879,-0.051498,-0.083453,-0.105308,-0.034451,-0.100495,0.026167,0.006014,0.016294,0.015681,0.024691,0.018314,0.028230,0.001944,0.010558,0.018501,0.029719,0.015707,0.026059,0.010234,0.012192,0.081891,0.021899,0.030859,0.094484,0.006667,0.015818,0.973152,0.603765,0.393782,0.442451,0.320842,0.327188,0.267592,0.283055,0.283749,0.274881,0.276028,0.302282,0.269916,0.026150,0.008045,0.012774,0.019043,0.029217,0.023564,0.028785,0.003225,0.012099,0.017359,0.024320,0.017047,0.010638,cello
0.029680,0.030914,3.183380,0.099319,0.168950,0.100711,0.008870,0.040810,-24.415275,2.804452,-0.325683,0.314666,-0.265183,0.009753,-0.130938,-0.179480,-0.147172,-0.276797,-0.103611,-0.007957,0.035264,0.045749,0.002586,0.033724,0.013643,0.033229,0.021015,0.040939,0.003858,0.009210,0.010481,0.012869,0.009182,0.030323,0.009884,0.016802,0.110616,0.023486,0.026497,0.076280,0.005717,0.020142,1.085663,0.557734,0.496203,0.478210,0.319596,0.327830,0.290420,0.282931,0.268755,0.263065,0.277572,0.248013,0.229925,0.038078,0.003309,0.026005,0.012366,0.024747,0.022382,0.036525,0.009356,0.011280,0.010427,0.011588,0.010648,0.011617,cello
0.031993,0.018676,3.191423,0.098609,0.156190,0.158552,0.010037,0.044317,-25.058211,2.498607,-0.130810,0.052687,-0.123190,-0.094799,-0.305792,-0.167153,-0.381962,-0.220716,0.016504,0.059257,0.000560,0.019014,0.003110,0.024732,0.014966,0.048464,0.025077,0.031699,0.004528,0.014895,0.013435,0.019801,0.006299,0.032540,0.016739,0.012374,0.112021,0.032176,0.033823,0.159476,0.007840,0.032876,0.980004,0.532450,0.472883,0.367786,0.304125,0.308040,0.261600,0.273353,0.262314,0.274349,0.297210,0.297003,0.239658,0.019050,0.004246,0.020608,0.018394,0.039677,0.029451,0.029731,0.007950,0.017307,0.011497,0.016172,0.008101,0.012484,cello
0.035209,0.021696,3.193162,0.097821,0.153358,0.197603,0.009499,0.051152,-24.743371,2.299362,-0.156385,0.268637,0.055617,-0.101902,-0.199466,-0.093528,-0.110354,-0.085166,-0.018777,0.054434,-0.045917,0.033971,0.005251,0.024983,0.009809,0.028888,0.013304,0.026319,0.004970,0.012042,0.018493,0.026526,0.009722,0.027675,0.015935,0.017639,0.100172,0.026764,0.031786,0.174362,0.007256,0.032734,1.079928,0.628051,0.467499,0.465102,0.333138,0.308040,0.298391,0.266929,0.287356,0.307905,0.309477,0.297207,0.272189,0.029325,0.007805,0.020595,0.011880,0.025985,0.018716,0.028846,0.009619,0.016509,0.014427,0.024594,0.011165,0.011841,cello
0.035011,0.029288,3.193230,0.093590,0.148355,0.197604,0.009765,0.050535,-24.076139,2.444480,-0.139811,0.196291,-0.087762,0.052460,-0.066244,0.039141,-0.100328,-0.171493,-0.062269,0.056072,-0.048076,0.031271,0.005034,0.024729,0.011689,0.023183,0.015181,0.034798,0.002860,0.006777,0.017419,0.029702,0.012631,0.026064,0.013641,0.017353,0.095886,0.025210,0.032280,0.160470,0.006397,0.026361,0.975228,0.615096,0.461346,0.452267,0.356449,0.330844,0.361165,0.305147,0.394093,0.343847,0.319347,0.278750,0.211326,0.028500,0.008058,0.022219,0.015253,0.023327,0.021331,0.030873,0.005285,0.007651,0.016456,0.025385,0.016772,0.011060,cello
0.036785,0.039792,3.214125,0.096771,0.149046,0.209193,0.013463,0.052609,-23.878813,2.231814,-0.103316,0.121283,-0.170745,-0.036219,0.000817,0.151486,-0.054676,-0.216512,-0.162024,-0.107668,-0.162302,0.024641,0.007027,0.019312,0.010448,0.020910,0.016544,0.020959,0.001929,0.003433,0.014843,0.033870,0.021612,0.026117,0.013555,0.022993,0.097024,0.024293,0.030236,0.168099,0.009257,0.026422,0.937916,0.698367,0.562794,0.507218,0.367159,0.389969,0.400848,0.327797,0.429653,0.441887,0.340425,0.328793,0.224335,0.023222,0.012988,0.021246,0.013074,0.021174,0.026710,0.025493,0.004298,0.004118,0.015685,0.034243,0.026225,0.012736,cello
0.025236,0.016433,3.159138,0.091769,0.167312,0.147345,0.005833,0.034152,-25.947805,2.797226,0.403839,0.464913,0.086898,0.140028,-0.195434,-0.099395,0.399379,0.162516,-0.426945,-0.191231,-0.158205,0.051687,0.002140,0.033325,0.012784,0.019743,0.004260,0.044703,0.000429,0.002655,0.029549,0.066151,0.011052,0.037594,0.010057,0.011964,0.092338,0.020205,0.025192,0.104988,0.003854,0.017770,0.795602,0.396397,0.316615,0.280811,0.296273,0.242616,0.280055,0.244666,0.256438,0.237584,0.263391,0.222864,0.184440,0.035284,0.002429,0.021201,0.009859,0.013199,0.003384,0.035954,0.000584,0.002226,0.024376,0.033190,0.010743,0.011633,cello
0.026781,0.012313,3.194088,0.087192,0.150413,0.157049,0.009009,0.042570,-25.632369,2.912045,0.098175,0.258126,0.007576,0.086581,-0.182695,-0.052310,0.030983,-0.014266,-0.000117,0.051857,0.036058,0.031005,0.002462,0.036734,0.010008,0.028068,0.025515,0.028533,0.001918,0.006862,0.027215,0.025058,0.009606,0.032208,0.011637,0.007076,0.080596,0.024998,0.034134,0.149617,0.006343,0.024726,1.080552,0.656643,0.408609,0.419213,0.332401,0.300024,0.269202,0.254297,0.264523,0.271711,0.274048,0.246203,0.235046,0.030799,0.002852,0.023724,0.014586,0.019431,0.023982,0.019168,0.003141,0.007713,0.021779,0.020178,0.012307,0.011164,cello
0.026249,0.023748,3.195775,0.088299,0.158165,0.090045,0.008906,0.035851,-25.000315,2.982046,-0.042681,0.285262,-0.128431,-0.025180,-0.180469,-0.105394,-0.079178,-0.070508,-0.079879,-0.007871,0.109627,0.040466,0.002077,0.021928,0.007923,0.043246,0.016193,0.030273,0.002293,0.011598,0.023563,0.015157,0.012205,0.029485,0.008072,0.012147,0.085749,0.024509,0.032285,0.071178,0.006185,0.014763,0.915132,0.476097,0.384382,0.362185,0.283573,0.300195,0.276301,0.234594,0.242492,0.210997,0.272863,0.263284,0.215188,0.036926,0.002631,0.017433,0.008634,0.030338,0.018503,0.023078,0.004697,0.012488,0.018194,0.012868,0.014029,0.009410,cello
0.024542,0.027414,3.208401,0.084890,0.153664,0.081640,0.009522,0.032997,-24.399942,2.932642,-0.262466,0.139391,-0.062814,0.144557,-0.240719,-0.178678,-0.227105,-0.071562,0.065358,0.231994,0.060360,0.020144,0.004913,0.027839,0.010517,0.034203,0.021648,0.046146,0.006156,0.014890,0.015690,0.017931,0.004749,0.029893,0.009230,0.013857,0.077526,0.025516,0.034956,0.081087,0.006786,0.015733,0.785856,0.468832,0.390651,0.313876,0.290635,0.281958,0.291970,0.221550,0.249411,0.280648,0.251133,0.243533,0.244331,0.019090,0.006420,0.024151,0.012208,0.031064,0.027133,0.040730,0.011984,0.014614,0.011540,0.014658,0.006109,0.012068,cello
0.023317,0.025703,3.208232,0.083430,0.153657,0.070546,0.008709,0.031134,-24.537567,2.909988,-0.239955,0.275960,-0.031580,0.116774,-0.133897,-0.205824,-0.239875,-0.060952,0.180464,0.232722,0.022267,0.019666,0.005331,0.036128,0.009932,0.015834,0.031342,0.052493,0.006463,0.015306,0.013619,0.024588,0.004285,0.030242,0.007327,0.013968,0.076472,0.023123,0.034242,0.045903,0.006051,0.011527,1.044753,0.549556,0.402575,0.366872,0.295051,0.296459,0.305069,0.249820,0.262262,0.257475,0.244014,0.242217,0.255727,0.021450,0.007607,0.030023,0.010185,0.015805,0.030530,0.036985,0.009940,0.016845,0.011351,0.019067,0.005142,0.011254,cello
0.034338,0.023641,3.209207,0.090351,0.146975,0.183836,0.006300,0.050998,-24.248524,2.304556,-0.104911,0.378982,-0.067588,0.038045,-0.168245,0.049148,0.106504,0.011752,-0.011435,0.164918,-0.088116,0.024718,0.006229,0.035889,0.016341,0.015672,0.010900,0.030155,0.004306,0.008364,0.017094,0.041843,0.013899,0.026839,0.011104,0.013376,0.086242,0.021010,0.030574,0.128198,0.003719,0.018262,0.740751,0.449555,0.331643,0.358876,0.300084,0.275788,0.281860,0.274565,0.257110,0.279952,0.273448,0.279806,0.210059,0.019416,0.009142,0.029720,0.017375,0.012653,0.012561,0.025567,0.006284,0.009774,0.013743,0.027391,0.016651,0.010508,cello
0.035829,0.019202,3.047510,0.131232,0.217393,0.089156,0.012842,0.018935,-27.450674,3.513270,0.720885,0.536997,-0.236820,-0.082409,-0.255934,-0.045421,-0.159259,0.045407,0.096025,0.224976,0.240303,0.010997,0.001542,0.061021,0.026899,0.067471,0.019112,0.033702,0.000530,0.016274,0.011137,0.016480,0.001954,0.033096,0.019560,0.020260,0.169710,0.035388,0.031268,0.074780,0.010452,0.007387,2.025120,0.458515,0.469035,0.317847,0.252083,0.189965,0.185993,0.198387,0.175515,0.167326,0.183792,0.179294,0.187539,0.012578,0.002516,0.047223,0.026828,0.046377,0.023208,0.024257,0.000661,0.018825,0.010816,0.019940,0.002010,0.009350,cello
0.105918,0.007652,3.209421,0.205710,0.217220,0.957753,0.003803,0.170808,-26.167407,1.326454,0.267745,-0.061644,-0.263152,0.236214,0.309021,-0.041298,-0.055814,0.059549,0.046210,0.156989,0.032531,0.008694,0.003876,0.024652,0.008643,0.013584,0.006686,0.044999,0.005760,0.006009,0.007386,0.041017,0.005965,0.023769,0.048439,0.005798,0.088301,0.046372,0.020065,0.456705,0.002149,0.091744,1.349902,0.518887,0.451855,0.372592,0.384906,0.269339,0.249104,0.237398,0.267639,0.271442,0.247420,0.231376,0.230789,0.010063,0.005168,0.019298,0.010673,0.013854,0.008082,0.034065,0.007574,0.006092,0.007696,0.040787,0.006940,0.012346,cello
0.075745,0.015341,3.197042,0.157955,0.185491,0.704286,0.005764,0.122173,-24.831755,1.115654,0.094760,-0.129445,-0.275807,0.156781,0.044023,-0.213569,-0.090252,0.154742,0.179168,0.259340,-0.027588,0.005152,0.003888,0.017699,0.008227,0.011899,0.010038,0.034275,0.007475,0.013636,0.011926,0.036839,0.005550,0.021560,0.026255,0.012684,0.109472,0.032128,0.021540,0.286397,0.003004,0.054182,1.123686,0.534760,0.494170,0.399454,0.400690,0.349010,0.293426,0.283101,0.298861,0.319044,0.299698,0.264880,0.247826,0.006121,0.005574,0.017143,0.011289,0.015322,0.013860,0.027387,0.011802,0.017702,0.014104,0.034781,0.006928,0.011435,cello
0.025864,0.044863,3.191330,0.089481,0.153349,0.148205,0.006209,0.036443,-23.850230,2.475312,0.350805,0.653615,-0.020272,0.082169,-0.012949,-0.177998,-0.085170,0.184624,0.188149,0.214227,-0.012285,0.013015,0.007125,0.066610,0.017685,0.029266,0.012070,0.064495,0.003716,0.017995,0.005630,0.039165,0.001549,0.039261,0.009621,0.026227,0.100928,0.022419,0.033435,0.101677,0.005354,0.018958,0.804153,0.360859,0.311123,0.275459,0.273857,0.235441,0.232287,0.263574,0.237102,0.281434,0.260970,0.227205,0.204018,0.011922,0.009614,0.043101,0.018044,0.022238,0.011913,0.040118,0.003625,0.015736,0.004643,0.028603,0.001793,0.011658,cello
0.090496,0.009327,3.127772,0.206882,0.218274,0.743085,0.005460,0.131497,-26.356561,1.770003,-0.033824,-0.223000,-0.176736,-0.435957,-0.404941,-0.041792,0.008180,0.155085,0.374423,0.087082,-0.353252,0.014545,0.005995,0.028698,0.009273,0.006274,0.004211,0.039526,0.001302,0.017558,0.023391,0.023923,0.018249,0.025861,0.052203,0.009002,0.254969,0.051107,0.019311,0.506276,0.004332,0.119580,1.484624,0.584745,0.554411,0.456456,0.409531,0.360504,0.325921,0.235595,0.219382,0.255388,0.287829,0.217508,0.198041,0.020581,0.008353,0.040257,0.011578,0.008395,0.003967,0.045781,0.001498,0.016924,0.018715,0.024370,0.021230,0.013822,cello
0.082899,0.013701,3.150063,0.181110,0.202601,0.630849,0.004419,0.120971,-25.036721,1.745392,0.272124,0.354545,-0.070423,-0.104067,0.062458,0.117279,0.147689,0.017026,0.152002,0.024340,-0.125023,0.013596,0.002872,0.028708,0.007671,0.017636,0.007004,0.060386,0.001018,0.004771,0.013123,0.060123,0.007880,0.029971,0.063886,0.011399,0.189578,0.063615,0.024864,0.456118,0.003749,0.122295,1.425324,0.796426,0.407928,0.478755,0.344861,0.237422,0.231336,0.238528,0.206580,0.214818,0.243119,0.193098,0.187341,0.012966,0.002961,0.026911,0.006680,0.014055,0.007466,0.051867,0.000911,0.003987,0.011175,0.038546,0.009841,0.014024,cello
0.087512,0.012756,3.122063,0.200374,0.218284,0.656858,0.005519,0.124667,-25.497775,1.711560,-0.141495,-0.049305,-0.097997,-0.350624,-0.461725,-0.005476,0.025109,0.169673,0.413337,0.213932,-0.299389,0.013535,0.003676,0.025816,0.006929,0.006154,0.002931,0.044768,0.001645,0.016390,0.029328,0.023665,0.017339,0.025941,0.060561,0.014112,0.247011,0.053557,0.017840,0.516113,0.004058,0.127296,1.276573,0.585626,0.573481,0.534236,0.398092,0.338261,0.324783,0.239785,0.218774,0.241625,0.286796,0.221747,0.208986,0.019564,0.003802,0.040265,0.006759,0.007898,0.002384,0.052357,0.002092,0.015377,0.024476,0.025652,0.018538,0.015296,cello
0.085770,0.009939,3.131166,0.202700,0.218480,0.705238,0.004602,0.120227,-25.843285,1.632376,0.022759,-0.180194,-0.142978,-0.457175,-0.528469,-0.056264,0.030757,0.264362,0.445269,0.124382,-0.402768,0.016909,0.003591,0.022255,0.006807,0.006336,0.002668,0.037631,0.001970,0.015326,0.027217,0.024130,0.027212,0.025262,0.039536,0.009564,0.242572,0.037291,0.016829,0.393325,0.003421,0.086736,1.282176,0.569112,0.515750,0.453519,0.416964,0.329294,0.310205,0.234109,0.224006,0.231192,0.293698,0.211106,0.200320,0.022234,0.003558,0.036710,0.007631,0.009415,0.002279,0.045828,0.002191,0.013722,0.023262,0.023434,0.026700,0.013252,cello
0.049593,0.028379,3.195210,0.097945,0.146785,0.307391,0.005027,0.060376,-24.215701,1.869533,-0.217224,-0.050258,0.242189,0.485947,0.070827,-0.069563,-0.055955,0.376083,0.296521,0.079944,-0.051346,0.008011,0.001759,0.027481,0.004487,0.020254,0.003788,0.059956,0.013865,0.007569,0.016219,0.044484,0.004835,0.023379,0.007148,0.006120,0.059509,0.014257,0.024218,0.065556,0.001496,0.008000,0.297878,0.226899,0.224551,0.183261,0.168219,0.167035,0.156131,0.140602,0.154837,0.149901,0.144309,0.146467,0.134677,0.005139,0.001146,0.016270,0.002812,0.012832,0.002700,0.026683,0.011598,0.005142,0.009892,0.024680,0.004867,0.005832,cello
0.084510,0.065513,3.229387,0.157812,0.167057,0.840939,0.002744,0.136953,-21.412597,0.967364,0.239016,0.155879,0.367448,0.444669,-0.034944,-0.126790,-0.065132,0.197410,-0.035497,-0.003811,0.070817,0.007171,0.002228,0.022474,0.011957,0.025134,0.007407,0.042544,0.007831,0.005703,0.009091,0.027179,0.011743,0.020554,0.024664,0.021971,0.082902,0.022174,0.015209,0.245044,0.001229,0.048137,0.410833,0.271483,0.243158,0.235333,0.277948,0.203191,0.206373,0.179575,0.217281,0.216127,0.181831,0.173490,0.171243,0.004753,0.002136,0.013703,0.011105,0.018513,0.006979,0.023048,0.006888,0.004834,0.005892,0.020369,0.010937,0.007800,cello
